Removed Pin From Net: NetName=COM Pin=J5-1
Removed Pin From Net: NetName=Vin Pin=J5-2
Removed Pin From Net: NetName=COM_ISO Pin=J5-4
Removed Pin From Net: NetName=5V_ISO_1 Pin=J5-6
Removed Pin From Net: NetName=COM Pin=J6-1
Removed Pin From Net: NetName=Vin Pin=J6-2
Removed Pin From Net: NetName=COM_ISO Pin=J6-4
Removed Pin From Net: NetName=5V_ISO_2 Pin=J6-6
Removed Pin From Net: NetName=COM Pin=J7-1
Removed Pin From Net: NetName=Vin Pin=J7-2
Removed Pin From Net: NetName=COM_ISO Pin=J7-4
Removed Pin From Net: NetName=5V_ISO_3 Pin=J7-6
Removed Pin From Net: NetName=COM Pin=J8-1
Removed Pin From Net: NetName=Vin Pin=J8-2
Removed Pin From Net: NetName=COM_ISO Pin=J8-4
Removed Pin From Net: NetName=5V_ISO_4 Pin=J8-6
Removed Pin From Net: NetName=NetIC1_51 Pin=LED2-2
Removed Pin From Net: NetName=NetIC1_52 Pin=LED3-2
Removed Pin From Net: NetName=COM Pin=R11-1
Removed Pin From Net: NetName=COM Pin=R12-1
Removed Pin From Net: NetName=5V_ISO_1 Pin=TP5-1
Removed Pin From Net: NetName=5V_ISO_2 Pin=TP6-1
Removed Pin From Net: NetName=5V_ISO_3 Pin=TP7-1
Removed Pin From Net: NetName=5V_ISO_4 Pin=TP8-1
Removed Member From Class: ClassName=Power Member=J5
Removed Member From Class: ClassName=Power Member=J6
Removed Member From Class: ClassName=Power Member=J7
Removed Member From Class: ClassName=Power Member=J8
Removed Member From Class: ClassName=Power Member=TP5
Change Component Comment : Designator=L2 Old Comment=Inductor New Comment=FERRITE
Change Component Designator: OldDesignator=TP? NewDesignator=TP5
Change component parameters: Designator = "IC3"; Footprint = "SOP254P1031X450-16N"; UniqueID = "\KWWULHPA"
Add component (AddParameter): Name = "Accuracy"; Value = "0.5%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "SOP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "https://datasheet.ciiva.com/3272/mpx2102-3272661.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://datasheet.ciiva.com/3272/mpx2102-3272661.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "https://datasheet.ciiva.com/26022/mpx2102-26022587.pdf?src-supplier=Avnet+Europe"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://datasheet.ciiva.com/26022/mpx2102-26022587.pdf?src-supplier=Avnet+Europe"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/2843/mpx2102-2843513.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/2843/mpx2102-2843513.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Description 1"; Value = "Pressure Sensor 14.5 PSI (100 kPa) Vented Gauge Male - 0.13" (3.17mm) Tube 0 mV ~ 40 mV (10V) 8-SMD Module"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Halogen Free"; Value = "Halogen Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "NXP Freescale"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "MPXV2102GP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Pressure"; Value = "58.02PSI"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Supply Voltage"; Value = "16V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Nominal Supply Current"; Value = "6mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "8"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Pressure"; Value = "14.5PSI"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Supply Voltage"; Value = "10V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Type"; Value = "Wheatstone Bridge"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Output Voltage"; Value = "40mV"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "125"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tray"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Port Style"; Value = "Barbed"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pressure Type"; Value = "Vented Gauge"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1 = 13.86000, 5 = 13.57400, 10 = 11.31200, 25 = 10.46360, 50 = 10.18080, 100 = 8.76680, 500 = 8.20120, 1000 = 7.77700, 5000 = 7.21140 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS 1"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "406"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "MPXV2102GP-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Termination"; Value = "PCB"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating (DC)"; Value = "10V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = "0.061909oz"; VariantName = "[No Variations]"
Added Component: Designator=L3(1255AY100MP3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Added Component: Designator=L4(1255AY100MP3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Added Component: Designator=L5(1255AY100MP3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Added Component: Designator=L6(1255AY100MP3)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://www.toko.co.jp/products/pdf/inductors/dg6045c.pdf?src-supplier=Digi-Key"; VariantName = "LeVentilateur-Proto"
Added Component: Designator=PS2(RFB0505S)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "https://www.recom-power.com/pdf/Econoline/RFB.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.recom-power.com/pdf/Econoline/RFB.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet Link"; Value = "https://componentsearchengine.com/Datasheets/1/RFB-0505S.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Description 1"; Value = "Recom RFB 1W Isolated DC-DC Converter Through Hole, Voltage out 5V dc"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Efficiency"; Value = "80%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "SCP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "10.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Isolation Voltage"; Value = "1kV"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "19.6mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Recom"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer_Name"; Value = "RECOM Power"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer_Part_Number"; Value = "RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Input Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Current"; Value = "200mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Power Dissipation"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Through Hole"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Part Number"; Value = "919-RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Price/Stock"; Value = "https://www.mouser.com/Search/Refine.aspx?Keyword=919-RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Rail/Tube"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1 = 1.54000, 5 = 1.51800, 10 = 1.49600, 25 = 1.45200, 50 = 1.40800, 100 = 1.36400, 250 = 1.32000, 500 = 1.23200 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS 1"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RS Part Number"; Value = "1855539P"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RS Price/Stock"; Value = "http://uk.rs-online.com/web/p/products/1855539P"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "1808"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "945-3158-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Output 1"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = "2.2g"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "6mm"; VariantName = "[No Variations]"
Added Component: Designator=PS3(RFB0505S)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "https://www.recom-power.com/pdf/Econoline/RFB.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.recom-power.com/pdf/Econoline/RFB.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet Link"; Value = "https://componentsearchengine.com/Datasheets/1/RFB-0505S.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Description 1"; Value = "Recom RFB 1W Isolated DC-DC Converter Through Hole, Voltage out 5V dc"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Efficiency"; Value = "80%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "SCP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "10.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Isolation Voltage"; Value = "1kV"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "19.6mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Recom"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer_Name"; Value = "RECOM Power"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer_Part_Number"; Value = "RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Input Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Current"; Value = "200mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Power Dissipation"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Through Hole"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Part Number"; Value = "919-RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Price/Stock"; Value = "https://www.mouser.com/Search/Refine.aspx?Keyword=919-RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Rail/Tube"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1 = 1.54000, 5 = 1.51800, 10 = 1.49600, 25 = 1.45200, 50 = 1.40800, 100 = 1.36400, 250 = 1.32000, 500 = 1.23200 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS 1"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RS Part Number"; Value = "1855539P"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RS Price/Stock"; Value = "http://uk.rs-online.com/web/p/products/1855539P"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "1808"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "945-3158-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Output 1"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = "2.2g"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "6mm"; VariantName = "[No Variations]"
Added Component: Designator=PS4(RFB0505S)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "https://www.recom-power.com/pdf/Econoline/RFB.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.recom-power.com/pdf/Econoline/RFB.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet Link"; Value = "https://componentsearchengine.com/Datasheets/1/RFB-0505S.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Description 1"; Value = "Recom RFB 1W Isolated DC-DC Converter Through Hole, Voltage out 5V dc"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Efficiency"; Value = "80%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "SCP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "10.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Isolation Voltage"; Value = "1kV"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "19.6mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Recom"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer_Name"; Value = "RECOM Power"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer_Part_Number"; Value = "RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Input Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Current"; Value = "200mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Power Dissipation"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Through Hole"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Part Number"; Value = "919-RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Price/Stock"; Value = "https://www.mouser.com/Search/Refine.aspx?Keyword=919-RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Rail/Tube"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1 = 1.54000, 5 = 1.51800, 10 = 1.49600, 25 = 1.45200, 50 = 1.40800, 100 = 1.36400, 250 = 1.32000, 500 = 1.23200 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS 1"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RS Part Number"; Value = "1855539P"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RS Price/Stock"; Value = "http://uk.rs-online.com/web/p/products/1855539P"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "1808"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "945-3158-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Output 1"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = "2.2g"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "6mm"; VariantName = "[No Variations]"
Added Component: Designator=PS5(RFB0505S)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "https://www.recom-power.com/pdf/Econoline/RFB.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.recom-power.com/pdf/Econoline/RFB.pdf?src-supplier=Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheet Link"; Value = "https://componentsearchengine.com/Datasheets/1/RFB-0505S.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Description 1"; Value = "Recom RFB 1W Isolated DC-DC Converter Through Hole, Voltage out 5V dc"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Efficiency"; Value = "80%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "SCP"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "10.7mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Isolation Voltage"; Value = "1kV"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "19.6mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Recom"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer_Name"; Value = "RECOM Power"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer_Part_Number"; Value = "RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Input Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Current"; Value = "200mA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Output Voltage"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Power Dissipation"; Value = "1W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Through Hole"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Part Number"; Value = "919-RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Price/Stock"; Value = "https://www.mouser.com/Search/Refine.aspx?Keyword=919-RFB-0505S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Outputs"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Rail/Tube"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pricing 1"; Value = "1 = 1.54000, 5 = 1.51800, 10 = 1.49600, 25 = 1.45200, 50 = 1.40800, 100 = 1.36400, 250 = 1.32000, 500 = 1.23200 (USD)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS 1"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RS Part Number"; Value = "1855539P"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RS Price/Stock"; Value = "http://uk.rs-online.com/web/p/products/1855539P"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Stock 1"; Value = "1808"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "Digi-Key"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "945-3158-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage - Output 1"; Value = "5V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Weight"; Value = "2.2g"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "6mm"; VariantName = "[No Variations]"
Added Component: Designator=R26(RES 0603/1608)
Add component. Clean all parameters for all variants
Add component (AddParameter): Name = "Case/Package"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Imperial)"; Value = "0603"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Metric)"; Value = "1608"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+AOA0002+ERJ3EKF1001V+7+WW"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Digi-Key listing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://digikey.com/product-detail/en/ERJ-3EKF1001V/P1.00KHTR-ND/196032"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3Description"; Value = "https://datasheet.ciiva.com/27055/1935748-27055113.pdf?src-supplier=Jameco"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink3URL"; Value = "https://datasheet.ciiva.com/27055/1935748-27055113.pdf?src-supplier=Jameco"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink4Description"; Value = "https://datasheet.ciiva.com/11808/0900766b80f806dd-11808207.pdf?src-supplier=RSComponents"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink4URL"; Value = "https://datasheet.ciiva.com/11808/0900766b80f806dd-11808207.pdf?src-supplier=RSComponents"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink5Description"; Value = "https://datasheet.ciiva.com/48532/aoa0000ce1-48532165.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink5URL"; Value = "https://datasheet.ciiva.com/48532/aoa0000ce1-48532165.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink6Description"; Value = "https://datasheet.ciiva.com/43460/1678796-43460647.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink6URL"; Value = "https://datasheet.ciiva.com/43460/1678796-43460647.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink7Description"; Value = "https://datasheet.ciiva.com/28695/1678796-28695833.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink7URL"; Value = "https://datasheet.ciiva.com/28695/1678796-28695833.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink8Description"; Value = "https://datasheet.ciiva.com/5959/1678796-5959707.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink8URL"; Value = "https://datasheet.ciiva.com/5959/1678796-5959707.pdf?src-supplier=Farnell"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink9Description"; Value = "https://datasheet.ciiva.com/46377/1678796-46377868.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink9URL"; Value = "https://datasheet.ciiva.com/46377/1678796-46377868.pdf?src-supplier=Element14"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink10Description"; Value = "https://datasheet.ciiva.com/9198/aoa0000ce1-9198975.pdf?src-supplier=Avnet"; VariantName = "[No Variations]"
